nu,idFile,nu.1,states/code,states/name,states/nu,states/forbidden/into/bool/v,states/forbidden/into/bool/uv,states/forbidden/into/comment/en,states/forbidden/into/comment/en.1,states/forbidden/into/comment/en.2,states/forbidden/into/comment/en.3,states/quara/into/where/e,states/quara/into/where/v,states/quara/into/where/uv,states/quara/into/dur/e,states/quara/into/dur/v,states/quara/into/dur/uv,states/quara/into/comment/en,states/quara/into/comment/de,states/quara/into/comment/fr,states/quara/into/comment/es,states/test/into/pcr/e,states/test/into/pcr/v,states/test/into/pcr/uv,states/test/into/or,states/test/into/ag/e,states/test/into/ag/v,states/test/into/ag/uv,states/test/into/comment/en,states/test/into/comment/de,states/test/into/comment/fr,states/test/into/comment/es,states/link/into,,.1,.2,.3,.4,Unnamed: 39,Unnamed: 40,Unnamed: 41
,NA_States,1965,OH,Omaheke,,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,,,,,,,,,,,,,,,,,
,NA_States,1966,OS,Omusati,,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,,,,,,,,,,,,,,,,,
,NA_States,1967,ON,Oshana,,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,,,,,,,,,,,,,,,,,
,NA_States,1968,OT,Oshikoto,,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,,,,,,,,,,,,,,,,,
,NA_States,1969,OD,Otjozondjupa,,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,,,,,,,,,,,,,,,,,
,NA_States,1970,CA,Zambezi,,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,NA_States-->asdf,,,,,,,,,,,,,,,,,
NR,NR_States,1971,1,Aiwo,,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,,,,,,,,,,,,,,,,,
NR,NR_States,1972,2,Anabar,,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,,,,,,,,,,,,,,,,,
NR,NR_States,1973,3,Anetan,,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,,,,,,,,,,,,,,,,,
NR,NR_States,1974,4,Anibare,,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,,,,,,,,,,,,,,,,,
NR,NR_States,1975,5,Baiti,,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,,,,,,,,,,,,,,,,,
NR,NR_States,1976,6,Boe,,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,,,,,,,,,,,,,,,,,
NR,NR_States,1977,7,Buada,,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,,,,,,,,,,,,,,,,,
NR,NR_States,1978,8,Denigomodu,NAM,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,,,,,,,,,,,,,,,,,
NR,NR_States,1979,9,Ewa,,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,,,,,,,,,,,,,,,,,
NR,NR_States,1980,10,Ijuw,,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,,,,,,,,,,,,,,,,,
NR,NR_States,1981,11,Meneng,,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,,,,,,,,,,,,,,,,,
NR,NR_States,1982,12,Nibok,,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,,,,,,,,,,,,,,,,,
NR,NR_States,1983,13,Uaboe,,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,,,,,,,,,,,,,,,,,
NR,NR_States,1984,14,Yaren,,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,NR_States-->asdf,,,,,,,,,,,,,,,,,
NP,NP_States,1985,2,Madhya Pashchimanchal,,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,,,,,,,,,,,,,,,,,
NP,NP_States,1986,1,Madhyamanchal,,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,,,,,,,,,,,,,,,,,
NP,NP_States,1987,3,Pashchimanchal,,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,,,,,,,,,,,,,,,,,
NP,NP_States,1988,4,Purwanchal,,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,,,,,,,,,,,,,,,,,
NP,NP_States,1989,5,Sudur Pashchimanchal,,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,NP_States-->asdf,,,,,,,,,,,,,,,,,
NL,NL_States,1990,DR,Drenthe,,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,,,,,,,,,,,,,,,,,
NL,NL_States,1991,FL,Flevoland,,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,,,,,,,,,,,,,,,,,
NL,NL_States,1992,FR,Fryslân,NRU,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,,,,,,,,,,,,,,,,,
NL,NL_States,1993,GE,Gelderland,,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,,,,,,,,,,,,,,,,,
NL,NL_States,1994,GR,Groningen,,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,,,,,,,,,,,,,,,,,
NL,NL_States,1995,LI,Limburg,,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,,,,,,,,,,,,,,,,,
NL,NL_States,1996,NB,Noord-Brabant,,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,,,,,,,,,,,,,,,,,
NL,NL_States,1997,NH,Noord-Holland,,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,,,,,,,,,,,,,,,,,
NL,NL_States,1998,OV,Overijssel,,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,,,,,,,,,,,,,,,,,
NL,NL_States,1999,UT,Utrecht,,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,,,,,,,,,,,,,,,,,
NL,NL_States,2000,ZE,Zeeland,,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,,,,,,,,,,,,,,,,,
NL,NL_States,2001,ZH,Zuid-Holland,,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,,,,,,,,,,,,,,,,,
NL,NL_States,2002,AW,Aruba,,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,,,,,,,,,,,,,,,,,
NL,NL_States,2003,CW,Curaçao,,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,,,,,,,,,,,,,,,,,
NL,NL_States,2004,SX,Sint Maarten,,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,,,,,,,,,,,,,,,,,
NL,NL_States,2005,BQ1,Bonaire,,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,,,,,,,,,,,,,,,,,
NL,NL_States,2006,BQ2,Saba,NPL,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,,,,,,,,,,,,,,,,,
NL,NL_States,2007,BQ3,Sint Eustatius,,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,NL_States-->asdf,,,,,,,,,,,,,,,,,
NC,NC_States,2008,NC,NC,,NC_States-->asdf,NC_States-->asdf,NC_States-->asdf,NC_States-->asdf,NC_States-->asdf,NC_States-->asdf,NC_States-->asdf,NC_States-->asdf,NC_States-->asdf,NC_States-->asdf,NC_States-->asdf,NC_States-->asdf,NC_States-->asdf,NC_States-->asdf,NC_States-->asdf,NC_States-->asdf,NC_States-->asdf,NC_States-->asdf,NC_States-->asdf,,,,,,,,,,,,,,,,,
NZ,NZ_States,2009,N,North Island,,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,,,,,,,,,,,,,,,,,
NZ,NZ_States,2010,S,South Island,,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,,,,,,,,,,,,,,,,,
NZ,NZ_States,2011,AUK,Auckland,NLD,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,,,,,,,,,,,,,,,,,
NZ,NZ_States,2012,BOP,Bay of Plenty,,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,,,,,,,,,,,,,,,,,
NZ,NZ_States,2013,CAN,Canterbury,,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,,,,,,,,,,,,,,,,,
NZ,NZ_States,2014,HKB,Hawke's Bay,,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,,,,,,,,,,,,,,,,,
NZ,NZ_States,2015,MWT,Manawatu-Wanganui,,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,,,,,,,,,,,,,,,,,
NZ,NZ_States,2016,NTL,Northland,,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,,,,,,,,,,,,,,,,,
NZ,NZ_States,2017,OTA,Otago,,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,,,,,,,,,,,,,,,,,
NZ,NZ_States,2018,STL,Southland,,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,,,,,,,,,,,,,,,,,
NZ,NZ_States,2019,TKI,Taranaki,,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,,,,,,,,,,,,,,,,,
NZ,NZ_States,2020,WKO,Waikato,,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,,,,,,,,,,,,,,,,,
NZ,NZ_States,2021,WGN,Wellington,,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,,,,,,,,,,,,,,,,,
NZ,NZ_States,2022,WTC,West Coast,,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,NZ_States-->asdf,,,,,,,,,,,,,,,,,
